"feature_area","feature","wardian","orca_ade","cmux","conductor","t3code","comparison_notes","source_urls"
"Surfaces","Guarded file editor and recovery workflow","Yes - Files surface has read/source modes, explicit saves, root/capability checks, file watcher updates, recovery records, and bounded previews","Partial - Monaco editor/autosave and file explorer; guarded recovery contract not evidenced","Partial - file preview/open and drag-drop; no comparable guarded editor workflow evidenced","Partial - workspace files/context/review; dedicated recovery/editor contract not evidenced","Partial - server filesystem and file attachments; editor/recovery semantics not richly documented","Wardian prioritizes filesystem authority and recoverability as first-class behavior.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/explorer.md;https://github.com/wardian-app/Wardian/blob/main/docs/developer/workbench-surfaces.md;https://www.onorca.dev/docs/editing/monaco;https://www.conductor.build/docs/first-workspace;https://github.com/pingdotgg/t3code/blob/main/docs/internals/remote.md"
"Surfaces","Artifact review and evidence snapshots","Yes - artifact/file review surfaces, agent change snapshots, provenance, and workflow evidence are inspectable and triageable","Yes - artifacts, diff/review, rich repo previews, and worktree checkpoints","Partial - cmux-artifact skill, screenshots, files, and logs; no equivalent review surface evidenced","Partial - attached specs/screenshots/logs, diff/review, and workspace artifacts","Yes - work artifacts, checkpoint diffs, turn summaries, and review surfaces","Artifact is used differently: Wardian emphasizes evidence lineage; Orca/T3 emphasize worktree/turn review.","https://github.com/wardian-app/Wardian/blob/main/docs/specs/2026-07-16-files-artifact-review-surface.md;https://github.com/stablyai/orca;https://github.com/manaflow-ai/cmux-skills;https://www.conductor.build/docs/first-workspace;https://github.com/pingdotgg/t3code/blob/main/docs/internals/work-artifacts.md"
"Workflows","Workflow node catalog for agent and non-agent actions","Yes - node types cover agent calls, commands, scripts, shell, files, memory, branches, loops, waits, and workflow control","Partial - orchestration dispatch/task primitives; no comparable public node catalog","Not evidenced as a workflow node system","Partial - scripts, tests, review, and workflow concepts; no public node catalog","Partial - orchestration commands/reactors; no public end-user node catalog","Wardian is the only product with a documented end-user workflow node reference in this set.","https://github.com/wardian-app/Wardian/blob/main/docs/automations/node-reference-v2.md;https://github.com/wardian-app/Wardian/blob/main/docs/developer/automation-engine.md;https://www.onorca.dev/docs/cli/orchestration;https://www.conductor.build/docs/concepts/workflow;https://github.com/pingdotgg/t3code/blob/main/docs/internals/overview.md"
"Workflows","Session-close memory consolidation automation","Partial - editable Memory Consolidation workflow sample and session-close scheduler exist but are optional/configured","Not evidenced in reviewed first-party sources","Not evidenced","Not evidenced","Not evidenced","This is an optional Wardian workflow, not the default memory behavior.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/agent-memory.md;https://github.com/wardian-app/Wardian/blob/main/docs/automations/samples.md"
"Settings","Guided tour and contextual onboarding guidance","Yes - first-run guided tour, dismissible contextual tips, reset guidance, provider readiness setup, and troubleshooting","Not evidenced in reviewed first-party sources","Not evidenced in reviewed first-party sources","Partial - first workspace onboarding and cloud setup","Partial - install/first-run/provider setup docs; in-app guided-tour feature not evidenced","Wardian's onboarding is an in-app habitat setup feature, not just installation documentation.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/getting-started.md;https://github.com/wardian-app/Wardian/blob/main/docs/guide/settings.md;https://www.conductor.build/docs/first-workspace;https://github.com/pingdotgg/t3code/blob/main/docs/user/install.md"
"Settings","External editor and native file-manager integration","Yes - per-file-family opening preferences, VS Code/custom executable, system default app, reveal in Explorer/Finder, and copy path","Partial - editor/file explorer and external app workflows; exact preference matrix not evidenced","Partial - open files/dirs and drag/drop; external editor matrix not evidenced","Not evidenced in reviewed first-party sources","Partial - desktop/server file operations; external editor preference not evidenced","This is a local filesystem integration gap in most competitors.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/explorer.md;https://github.com/wardian-app/Wardian/blob/main/docs/guide/settings.md;https://www.onorca.dev/docs/editing/file-explorer;https://github.com/pingdotgg/t3code/blob/main/docs/internals/remote.md"
"Communication","Feed audit log and reconnectable event stream","Yes - durable Inbox/interaction evidence and provider/workflow event records","Partial - activity feed and durable orchestration inbox","Yes - Feed events and actionable/telemetry events append to workstream.jsonl; reconnectable event stream supports cursors","Partial - shared chat/transcript and workspace activity","Yes - persisted event log and subscriptions/projectors provide replayable runtime state","cmux's workstream audit log and T3's event log are strong matches for Wardian's evidence emphasis.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/inbox.md;https://www.onorca.dev/docs/activity;https://github.com/manaflow-ai/cmux/blob/main/docs/feed.md;https://www.conductor.build/docs/cloud/collaboration;https://github.com/pingdotgg/t3code/blob/main/docs/internals/overview.md"
"Agents","Agent hook installation and lifecycle integration","Partial - provider hooks and runtime parsers are managed by Wardian; provider setup remains provider-aware","Partial - hooks/memory and managed status hooks","Yes - cmux hooks setup/uninstall installs lifecycle, Feed, notification, and session-restore integrations for many agent CLIs","Partial - agent instruction files and setup/run scripts; generic hook installer not evidenced","Partial - provider adapters/reactors and native runtime events; user-facing hook installer not evidenced","cmux has the broadest explicit hook installer; Wardian/T3 own more of the provider runtime path.","https://github.com/wardian-app/Wardian/blob/main/docs/developer/provider-runtimes.md;https://www.onorca.dev/docs/agents/hooks-memory;https://github.com/manaflow-ai/cmux/blob/main/docs/agent-hooks.md;https://github.com/pingdotgg/t3code/blob/main/docs/internals/providers.md"
"Projects","Workspace groups and collapsible organization","Partial - watchlists, teams, Garden districts, and Workbench panes organize agent work","Yes - project grouping, parent/child worktrees, pin/archive/filter","Yes - collapsible workspace groups with anchor workspaces, pinning, reorder, and delete/ungroup","Partial - projects and workspace lists; no equivalent group-anchor model evidenced","Partial - project groups/environments and thread sidebar; no equivalent workspace-group model evidenced","cmux's workspace group is a unique sidebar hierarchy; Wardian's grouping is agent/workflow/ecological rather than workspace-anchor based.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/garden.md;https://www.onorca.dev/docs/model/worktrees;https://github.com/manaflow-ai/cmux/blob/main/docs/workspace-groups.md;https://www.conductor.build/docs/concepts/workspaces-and-branches;https://github.com/pingdotgg/t3code/blob/main/docs/user/thread-sidebar.md"
"Projects","Workspace auto-naming from agent conversation","Partial - agent descriptions and contextual titles; automatic topic summarization not a headline feature","Partial - session/worktree naming and repo context; automatic conversation naming not clearly documented","Yes - opt-in AI workspace/tab naming from conversation content with user-name precedence","Partial - workspace/thread titles and regenerated titles; auto naming details not central","Yes - thread title generation/regeneration and environment artwork/title surfaces","cmux and T3 explicitly document automatic conversation-derived naming; Wardian relies more on durable descriptions.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/agents-overview.md;https://github.com/manaflow-ai/cmux/blob/main/docs/workspace-auto-naming.md;https://www.conductor.build/docs;https://github.com/pingdotgg/t3code/blob/main/docs/user/thread-sidebar.md"
"Projects","Workspace todos checklist and status lanes","Partial - workflow nodes, Inbox outcomes, watchlists, and agent/workflow statuses","Partial - worktree checkpoint status and agent dashboard lanes","Yes - workspace todo pane/checklists and todo/working/needs-attention/review/done status lanes with notifications","Partial - checks/todos/review state; no equivalent sidebar checklist contract evidenced","Partial - thread states, checkpoints, and review status; no equivalent workspace checklist surface evidenced","cmux's status lane is workspace-level; Orca's similar checkpoint is worktree-level.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/watchlists.md;https://github.com/stablyai/orca/blob/main/docs/reference/orcad-operations.md;https://github.com/manaflow-ai/cmux/blob/main/docs/configuration.md;https://www.conductor.build/docs/reference/checks;https://github.com/pingdotgg/t3code/blob/main/docs/internals/providers.md"
"Surfaces","Custom programmable sidebar UI","Not evidenced in reviewed first-party Wardian docs","Not evidenced in reviewed first-party Orca docs","Yes - beta interpreted SwiftUI-style or JSON custom sidebars, live workspace data, hot reload, actions, and in-process/remote rendering","Not evidenced in reviewed first-party docs","Not evidenced in reviewed first-party docs","cmux exposes a user-programmable native sidebar surface beyond fixed product UI.","https://github.com/manaflow-ai/cmux/blob/main/docs/custom-sidebars.md;https://github.com/manaflow-ai/cmux/blob/main/docs/cli-contract.md"
"Remote","Remote tmux attachment","Partial - remote terminal handoff and paired PWA; native tmux attach not a headline feature","Partial - SSH worktrees and remote PTYs; tmux attach not a headline feature","Yes - SSH workspaces can attach remote tmux sessions and preserve/reconnect them","Partial - SSH/file sync and cloud workspaces; tmux attach not central","Partial - desktop-managed SSH launch starts/reuses T3 server; remote tmux attach is not the primary model","cmux explicitly supports tmux as a remote attachment target; T3 runs its own server runtime.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/remote-control.md;https://www.onorca.dev/docs/ssh;https://cmux.com/docs/remote-tmux;https://www.conductor.build/docs/cloud;https://github.com/pingdotgg/t3code/blob/main/docs/user/remote-access.md"
"Extensibility","Custom agent registration and fork/resume templates","Partial - source-backed Custom Clone flow can choose a new name, provider, class, folder, selected profile files, and skills; generic provider registration and fork/resume command templates are not evidenced","Partial - any-CLI support and skills; custom agent registration schema not evidenced","Yes - Vault supports custom agent registration with session-ID source, resume command, fork command, session directory, and icons","Not evidenced in reviewed first-party docs","Partial - provider driver registry and session configuration; generic custom agent registration not evidenced","cmux Vault is a lower-level extensibility mechanism for making arbitrary agents restorable; Wardian's related clone flow is narrower and provider-aware.","https://github.com/wardian-app/Wardian/blob/main/src/features/agents/CustomCloneModal.tsx;https://github.com/wardian-app/Wardian/blob/main/src-tauri/src/commands/agent.rs;https://github.com/manaflow-ai/cmux/blob/main/docs/vault.md;https://github.com/stablyai/orca;https://github.com/pingdotgg/t3code/blob/main/docs/internals/providers.md"
"Surfaces","cmux AI workspace context assistant","Not evidenced","Not evidenced","Experimental - Founder's Edition early access describes cmux AI that gives context on every workspace, tab, and panel","Not evidenced","Not evidenced","This is labeled early access rather than a generally shipped capability.","https://github.com/manaflow-ai/cmux#founders-edition"
"Surfaces","Voice mode for terminal/workspace interaction","Not evidenced","Not evidenced","Experimental - Founder's Edition early access lists Voice mode","Not evidenced","Not evidenced","This is a cmux early-access feature, not the same as provider voice support.","https://github.com/manaflow-ai/cmux#founders-edition"
"Remote","Mobile terminal synchronization","Partial - remote PWA controls paired terminal/chat sessions","Yes - mobile companion monitors and steers desktop agents","Experimental - iOS beta and Founder's Edition describe terminals synced between desktop and phone","Partial - mobile app and cloud workspace access; exact terminal-sync scope is evolving","Partial - mobile client and remote environments are implemented, but distribution is still in development","Availability is intentionally recorded separately from code presence.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/remote-control.md;https://www.onorca.dev/docs/mobile;https://github.com/manaflow-ai/cmux#founders-edition;https://www.conductor.build/;https://github.com/pingdotgg/t3code/blob/main/apps/mobile/README.md"
"Remote","Headless Linux/server mode","Partial - app-owned backend and CLI can support remote control; no separate Wardian headless server product is documented","Yes - headless Linux server via orca serve and remote Orca Server","Partial - remote daemon/cloud VM work is documented, but cmux desktop remains the primary product","Partial - cloud workspaces run independently of the laptop","Yes - t3 serve headless server and Linux background service","Headless/server mode is explicit for Orca and T3; Conductor's cloud is managed workspace execution rather than a BYO headless server.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/remote-control.md;https://github.com/stablyai/orca/blob/main/docs/reference/headless-linux-server.md;https://github.com/manaflow-ai/cmux/blob/main/docs/cloud-cmux-tui-daemon.md;https://www.conductor.build/docs/cloud;https://github.com/pingdotgg/t3code/blob/main/docs/user/remote-access.md"
"Remote","WSL and cross-host shell execution","Partial - cross-platform PTY/process model; WSL is not a headline Wardian product mode","Yes - Windows setup, WSL command execution, and remote execution boundary docs","No - native macOS desktop; remote SSH is the cross-host path","No - local desktop is macOS; cloud execution is remote Linux","Yes - Windows desktop can use a WSL backend; SSH and headless Linux are also supported","This row captures where a product can run provider commands, not where its UI is installed.","https://github.com/wardian-app/Wardian/blob/main/docs/developer/pty-lifecycle.md;https://github.com/stablyai/orca/blob/main/docs/reference/wsl-command-execution.md;https://cmux.com/docs/ssh;https://www.conductor.build/docs/installation;https://github.com/pingdotgg/t3code/blob/main/docs/user/install.md"
"Extensibility","Team/project skill sharing and administration","Partial - deploy skills globally, by class, agent, team, workspace, or workflow; no separate admin sharing service","Yes - skill sharing across agents/projects with admin, threat-model, and provider-path documentation","Partial - cmux-skills repository and agent skills; no equivalent team admin registry evidenced","Partial - shared project instruction/context files; no skill-sharing admin system evidenced","Partial - system/personal/project/app skill scopes; no team skill registry/admin service evidenced","Orca is the most explicit competitor on governed skill sharing; Wardian has the richest local deployment scopes.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/library.md;https://github.com/stablyai/orca/blob/main/docs/reference/admin-agent-skill-sharing.md;https://github.com/stablyai/orca/blob/main/docs/reference/agent-skill-sharing-threat-model.md;https://github.com/manaflow-ai/cmux-skills;https://github.com/pingdotgg/t3code/blob/main/docs/user/composer.md"
"Security","SSH host-key verification and remote execution boundary","Partial - remote gateway and paired-origin controls; SSH host-key semantics are not central","Yes - known-host/FIDO/GSSAPI and host-key verification/execution-boundary documentation","Yes - SSH relay, remote network browser, reconnect, and authenticated remote transport","Partial - cloud sandbox and SSH/file sync security; detailed host-key path not central","Yes - SSH launch, remote server ownership, auth/readiness checks, and explicit security/session boundaries","Orca and T3 document SSH execution boundaries most explicitly; cmux documents relay/reconnect behavior.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/remote-control.md;https://github.com/stablyai/orca/blob/main/docs/reference/ssh-host-key-verification.md;https://github.com/stablyai/orca/blob/main/docs/reference/ssh-execution-boundary.md;https://cmux.com/docs/ssh;https://github.com/pingdotgg/t3code/blob/main/docs/user/remote-access.md"
"Collaboration","Organizations team invites and role administration","Not evidenced as a multi-user hosted organization feature","Not evidenced in reviewed first-party sources","Partial - team presence and Founder's Edition/community features; no equivalent org-admin workspace product evidenced","Yes - organizations, invitations, shared cloud workspaces, admin/team roles, billing, and enterprise controls","Partial - account/relay-connected environments; multi-user organization admin is not a primary documented product surface","Conductor's hosted organization model is distinct from local multi-agent coordination.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/remote-control.md;https://www.onorca.dev/docs/remote-servers;https://github.com/manaflow-ai/cmux/blob/main/docs/presence-service.md;https://www.conductor.build/docs/cloud/getting-started;https://www.conductor.build/docs/cloud/collaboration;https://github.com/pingdotgg/t3code/blob/main/docs/internals/t3-connect.md"
"Workflows","Spotlight testing and per-workspace verification","Partial - workflow shell/script execution, run monitoring, and evidence; no Spotlight-branded testing surface","Partial - browser/preview, terminal, and agent verification paths","Partial - browser automation and terminal verification; no Spotlight surface","Yes - Spotlight testing for app/server/watcher/unit tests with per-workspace ports and workspace sync","Partial - tests/diagnostics and project scripts; no Spotlight-branded testing surface","Conductor names a dedicated testing workflow; the others expose underlying verification primitives.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/automations.md;https://www.onorca.dev/docs/browser/design-mode;https://cmux.com/docs/browser-automation;https://www.conductor.build/docs/concepts/testing;https://github.com/pingdotgg/t3code/blob/main/docs/operations/observability.md"
"Security","Enterprise provisioning privacy and SLA controls","Not evidenced as a Wardian enterprise control plane","Not evidenced in reviewed first-party sources","Not evidenced in reviewed first-party sources","Yes - enterprise provisioning, fine-grained security, privacy/data boundary documentation, and SLA offerings","Not evidenced as an enterprise plan/control plane in reviewed repository docs","Conductor is the only product here with a clearly documented enterprise control layer.","https://www.conductor.build/docs/cloud;https://www.conductor.build/docs/reference/security-and-permissions;https://www.conductor.build/docs/reference/privacy"
"Scope","Web desktop and mobile client surfaces","Yes - Tauri desktop plus paired remote PWA/mobile browser surface","Yes - desktop, mobile companion, and remote/headless server","Yes - native macOS desktop and beta iOS app","Yes - macOS desktop, mobile, and API/cloud access","Yes - web app, Electron desktop, mobile app, and headless/server clients; mobile distribution is still in development","Client count is not the same as execution location; T3 and Wardian separate client surfaces from server/runtime authority.","https://github.com/wardian-app/Wardian/blob/main/README.md;https://github.com/stablyai/orca;https://github.com/manaflow-ai/cmux;https://www.conductor.build/;https://github.com/pingdotgg/t3code/blob/main/README.md"
"Agents","Agent Client Protocol provider transport","Yes - OpenCode ACP provider transport (opencode_acp), including ACP JSON-RPC permission handling","Not evidenced in reviewed first-party sources","Not evidenced as an ACP implementation; supports arbitrary CLIs through terminals","Not evidenced in reviewed first-party sources","Yes - ACP package/runtime and Cursor/Grok ACP provider support coexist with CLI drivers","Wardian and T3 expose ACP as provider transport infrastructure, distinct from a general RPC client protocol.","https://github.com/wardian-app/Wardian/blob/main/src-tauri/src/delivery/native_session.rs;https://github.com/wardian-app/Wardian/blob/main/src-tauri/src/delivery/native_broker.rs;https://github.com/wardian-app/Wardian/blob/main/docs/developer/provider-runtimes.md;https://github.com/pingdotgg/t3code/tree/main/packages/effect-acp;https://github.com/pingdotgg/t3code/blob/main/apps/server/src/provider/acp;https://github.com/pingdotgg/t3code/blob/main/docs/internals/providers.md"
"Surfaces","Desktop Computer Use through accessibility tree and screenshots","Not evidenced in reviewed first-party Wardian docs","Yes - beta native desktop computer-use actions use accessibility tree/screenshots with click/set/type/scroll and a permission gate","Not evidenced in reviewed first-party sources","Not evidenced in reviewed first-party sources","Not evidenced in reviewed first-party sources","Orca's Computer Use is separate from its browser automation and is a distinctive capability in this comparison.","https://www.onorca.dev/docs/cli/computer-use"
"Agents","Claude context compaction","Not evidenced as a Wardian-specific automatic context compaction feature","Partial - provider session history and chat UI; compaction is provider-owned if available","Not evidenced as a cmux-owned context compaction feature","Partial - agent modes/context and provider behavior; automatic compaction not central","Yes - Claude auto-compact setting, older-thread compact offer, and /compact command","T3 exposes a provider-specific context-management setting instead of claiming universal compaction.","https://github.com/pingdotgg/t3code/blob/main/docs/user/providers-claude.md"
"Agents","External OpenCode server and model health","Partial - OpenCode provider runtime/configuration; external-server health matrix less explicit","Yes - OpenCode support and provider integration","Partial - OpenCode hook/plugin and terminal integration","Partial - OpenCode first-party agent support; external server details not central","Yes - local helper or external OpenCode server, password isolation, version check, model refresh/cache, unavailable-model preservation","T3 has the most explicit external OpenCode server management in the reviewed docs.","https://github.com/wardian-app/Wardian/blob/main/docs/providers.md;https://www.onorca.dev/docs/agents/supported;https://github.com/manaflow-ai/cmux/blob/main/docs/agent-hooks.md;https://www.conductor.build/docs;https://github.com/pingdotgg/t3code/blob/main/docs/user/providers-opencode.md"
"Communication","Event-sourced orchestration and projections","Partial - durable runtime/workflow evidence and app-owned state; event-sourcing is not the primary Wardian public term","Partial - durable orchestration messages/tasks/inbox; implementation detail is less public","Partial - workstream JSONL/events and hook state; no unified event-sourced agent runtime evidenced","Partial - cloud/workspace collaboration state; event-sourced implementation not evidenced","Yes - commands become persisted events, projections derive read models, and subscriptions expose committed state","T3's event-sourced model is a major architectural differentiator from cmux's socket/event primitive.","https://github.com/wardian-app/Wardian/blob/main/docs/developer/architecture.md;https://www.onorca.dev/docs/cli/orchestration;https://github.com/manaflow-ai/cmux/blob/main/docs/events.md;https://www.conductor.build/docs;https://github.com/pingdotgg/t3code/blob/main/docs/internals/overview.md"
"Communication","Transactional command queues and drainable workers","Yes - deterministic workflow candidate queue and live control boundaries","Partial - worker/dispatch orchestration; implementation detail not fully public","Partial - socket commands and event streams; queue/drain semantics not central","Partial - cloud/workspace tasks; queue implementation not evidenced","Yes - transactional command queue, provider/runtime/checkpoint reactors, outstanding-work drain, and projection transaction boundaries","T3 and Wardian both make execution ordering and durable work state explicit.","https://github.com/wardian-app/Wardian/blob/main/docs/developer/automation-engine.md;https://www.onorca.dev/docs/cli/orchestration;https://github.com/manaflow-ai/cmux/blob/main/docs/events.md;https://www.conductor.build/docs;https://github.com/pingdotgg/t3code/blob/main/docs/internals/overview.md"
"Remote","Connection runtime offline cache and reconnect","Partial - paired remote PWA, cached roster/startup shell, and explicit offline action limits","Partial - remote daemon/reconnect and session restoration","Partial - SSH reconnect and mobile/network reliability; state model is app-specific","Partial - cloud workspace wake/reconnect and persistent workspaces","Yes - shared web/mobile connection runtime with environment registry, direct/bearer/relay/Tailscale/SSH targets, cached shell/thread snapshots, retry, sync states, and explicit removal","T3 documents the most systematic client connection state machine; Wardian documents a narrower remote-control surface.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/remote-control.md;https://www.onorca.dev/docs/ssh;https://cmux.com/docs/ssh;https://www.conductor.build/docs/cloud/working-with-cloud-workspaces;https://github.com/pingdotgg/t3code/blob/main/docs/internals/connection-runtime.md"
"Security","Short-lived WebSocket authentication tickets","Partial - remote gateway session/auth controls; exact WebSocket-ticket model not evidenced","Partial - remote-server auth; exact ticket semantics not evidenced","Partial - SSH/relay/HMAC transport auth; no equivalent WebSocket ticket docs","Partial - cloud account/sandbox auth; exact ticket semantics not evidenced","Yes - dedicated short-lived WebSocket tickets after authenticated pairing, method scopes, bearer/relay/SSH target authorization","This is a T3-specific server security boundary.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/remote-control.md;https://cmux.com/docs/ssh;https://www.conductor.build/docs/reference/security-and-permissions;https://github.com/pingdotgg/t3code/blob/main/docs/internals/remote.md"
"Projects","Project icon detection and customization","Not evidenced as a Wardian product feature","Partial - repo/worktree previews and project grouping; icon picker not evidenced","Not evidenced in reviewed first-party sources","Partial - project/workspace identity and artwork; file-based icon picker not evidenced","Yes - auto-detects t3.json/favicon/app-icon paths and lets users choose SVG/PNG/ICO/JPEG/GIF/AVIF/WebP project files across checkouts/clients","T3's project icon system is a small but explicit project-management feature.","https://github.com/pingdotgg/t3code/blob/main/docs/user/project-settings.md;https://www.conductor.build/docs/concepts/workspaces-and-branches"
"Agents","Thread pin settle and pull-request linking","Partial - Inbox/workflow/agent organization; no equivalent thread sidebar settlement contract","Partial - pin/archive/filter worktrees and activity; thread PR linking not evidenced","Partial - workspace pinning/groups and PR metadata; thread settlement not evidenced","Partial - workspace/PR lifecycle and collaboration; thread pin/settle not evidenced","Yes - pinned threads, settled state, PR-link association, auto-settle on merged PR, ordering, and cross-environment visibility","T3's thread sidebar is a distinct organization unit from Orca worktrees and cmux workspaces.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/inbox.md;https://www.onorca.dev/docs/model/worktrees;https://www.conductor.build/docs/reference/checks;https://github.com/pingdotgg/t3code/blob/main/docs/user/thread-sidebar.md"
"Agents","Conversation-derived thread title generation","Partial - contextual agent opens/descriptions and completion summaries; dedicated title generation not central","Partial - worktree/session titles and repo context","Yes - opt-in workspace/tab auto-naming from recent agent conversation","Partial - workspace/thread names and context; exact summarizer behavior not evidenced","Yes - generated/regenerated thread titles with in-progress state and manual-name precedence","cmux and T3 both summarize agent conversation for navigation labels.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/agents-overview.md;https://github.com/manaflow-ai/cmux/blob/main/docs/workspace-auto-naming.md;https://www.conductor.build/docs;https://github.com/pingdotgg/t3code/blob/main/docs/user/thread-sidebar.md"
"Surfaces","Browser device viewport emulation and color scheme","Partial - browser surface resizes to pane and supports screenshot/viewport operations","Yes - browser profiles include UA/viewport and design-mode capture","Yes - browser automation and viewport/devtools controls","Not evidenced in reviewed first-party docs","Yes - preview device presets, freeform CSS dimensions, rotation/aspect controls, zoom, and light/dark/system color-scheme emulation","T3 has browser preview/device controls even though it does not expose Orca/cmux's general browser workspace.","https://github.com/wardian-app/Wardian/blob/main/docs/guide/browser.md;https://www.onorca.dev/docs/browser/profiles;https://cmux.com/docs/browser-automation;https://github.com/pingdotgg/t3code/blob/main/packages/contracts/src/previewAutomation.ts"
"Remote","T3 Connect relay and account-linked environment management","Partial - remote pairing/gateway but no Wardian account relay product","Partial - Remote Orca Server and relay/remote hosting","Partial - relay/SSH/cloud work; account-linked environment catalog not central","Partial - cloud account/org environment management","Yes - Clerk-authenticated T3 Connect login/link/unlink/logout, managed cloudflared relay, deregistration, environment catalog, and mobile/web/desktop linking","T3 Connect is a managed connectivity layer, not managed code execution.","https://github.com/pingdotgg/t3code/blob/main/docs/internals/t3-connect.md;https://github.com/pingdotgg/t3code/blob/main/docs/internals/remote.md;https://www.conductor.build/docs/api"
"Coverage","Explicit product gaps or not-evidenced features","Unique gaps are browser depth, native diff annotation, managed cloud, public API, and third-party issue drawers relative to competitors","Unique gaps are Wardian-style topology/Inbox/workflow builder; Orca has richer worktree IDE/review/browser depth","Unique gaps are agent library/orchestration/workflow/Git review; cmux is intentionally a lower-level primitive","Unique gaps are local cross-platform desktop, embedded browser, provider-neutral arbitrary CLI breadth, and Wardian-style graph/library","Unique gaps are visual workflow builder, durable agent topology/watchlists, embedded browser/design mode, and rich native diff annotation",""Not evidenced in reviewed first-party sources" means no support was found in the reviewed docs/repos; it is not a definitive negative claim.","https://github.com/wardian-app/Wardian/blob/main/docs/features.md;https://www.onorca.dev/docs;https://cmux.com/;https://www.conductor.build/docs;https://github.com/pingdotgg/t3code/blob/main/docs/README.md"
